title,url,artist,songwriter,composer,preview
君がため,https://j-lyric.net/artist/a0560f2/l027c4e.html,VALSHE,VALSHE,minato,夜が招く足音に 何時か閉ざした記憶が誰かの声を合図 ...
君が為,https://j-lyric.net/artist/a00b125/l02f53e.html,MEG,薔薇園アヴ,DECO*27,争いには慣れてると口で言ってはみせていつもそう握る ...
君がため、惜しからざりし命さへ,https://j-lyric.net/artist/a04c9f9/l00a368.html,ALI PROJECT,宝野アリカ,片倉,わか余命幾ばくか死神のみぞ知りたもう残った日々 ...
君が為に,https://j-lyric.net/artist/a04b6be/l051e04.html,中田裕二,中田裕二,中田裕二,悪い知らせ途切れない　空の色もすぐれない今までと違 ...
キミが足りない,https://j-lyric.net/artist/a04d662/l00dd63.html,三叉路,松井正道,松井正道,君を想う時間が 日に日に長くなる夢の中まであわせた ...
きみがだいすき■,https://j-lyric.net/artist/a05ef97/l04e144.html,Fullfull Pocket,Fullfull,多田慎也,今日も君のことを待ってるよ「ぼく ねこ」 早く会い ...
キミがダイスキ ～TV・アニメ「ダーティペア FLASH2」～,https://j-lyric.net/artist/a000507/l00119a.html,國府田マリ子,春,春,恋をしたのだあれ(だあれ?)ここにおいでよまる ...
君が抱きたい,https://j-lyric.net/artist/a04bdbe/l00299a.html,ウインズ,平阪佳久,平阪佳久,テレビドラマの中のような シャレた恋は出来なくて僕 ...
君が誰かの彼女になりくさっても,https://j-lyric.net/artist/a05ce1b/l04b5f5.html,ワンダフルボーイズ,Sundayカミデ,Sundayカミデ,ずっとずっと君が好き　誰かの彼女になりくさってもず ...
君が誰でも,https://j-lyric.net/artist/a05d255/l0491ff.html,冬にわかれて,寺尾紗穂,寺尾紗穂,君が誰かはきかないよどこの誰でもかまわない...
きみが散る,https://j-lyric.net/artist/a05a033/l04635d.html,寺嶋由芙,最果タヒ,望月ヒカリ,私が私を見失ってそれでも降る雨瞳の上澄み、通過 ...
君がついた嘘なら,https://j-lyric.net/artist/a00ce71/l038b7d.html,JUJU,SHIROSE,her0ism/SHIROSE,太陽が作り出した 影に隠れよう光は上辺だけを 照ら ...
君が月,https://j-lyric.net/artist/a064640/l05bd54.html,帝国喫茶,杉浦祐輝,杉浦祐輝,愛していたいよ幾つの夜を超えても生まれた朝日を ...
君が創る詩,https://j-lyric.net/artist/a0011ee/l008977.html,堀江美都子,佐藤大,清岡千穂,君の目の前に広がっている この世界は避けられぬ壁と ...
君が辻,https://j-lyric.net/artist/a053357/l025df6.html,サーターアンダギー,カシアス島田,平義隆,愛する人と 愛する人が 別々の場所で産まれそれぞれ ...
きみが翼をひろげるとき,https://j-lyric.net/artist/a000afc/l008267.html,工藤静香,松井五郎,後藤次利,なにか言いたい 瞳をしていたね風吹く街誰もみん ...
君が手を伸ばす先に,https://j-lyric.net/artist/a04ceca/l01635e.html,藤田麻衣子,藤田麻衣子,藤田麻衣子,冷たい空気が　夜空を包んで雨が雪になるどう ...
君が出ていった、ドアを見つめている,https://j-lyric.net/artist/a00486d/l024920.html,辻仁成,Jinsei,Jinsei,君が出ていった ドアを見つめている戻ってきそうで  ...
君が通り過ぎたあとに ～DON'T PASS ME BY～,https://j-lyric.net/artist/a002441/l001666.html,THE ALFEE,高見沢俊彦,高見沢俊彦,君のあどけない横顔遠く感じる時があるそっと優し ...
きみがとまんないっ!!!,https://j-lyric.net/artist/a05aa9e/l03c545.html,強がりセンセーション,DJ金魚,KOJI,見上げた青い空が時に寂しく感じても君の見せる笑顔は ...
君が灯したキャンドル,https://j-lyric.net/artist/a02aaa6/l003b03.html,西司,児島隆,西司,たとえば夢の足どりにときどきつまづくけどそれで ...
君がドアを閉めた後,https://j-lyric.net/artist/a04fdf2/l02d57a.html,back number,清水依与吏,清水依与吏,線路沿い 家までの道を缶ビールと想い出を 一人ぶら ...
君がどんな遠くにいても,https://j-lyric.net/artist/a0007ff/l0506ba.html,杉山清貴,和悠美,和悠美,海に降る雨　眺めてる眠れない夜　静かなため息...
君が泣いたら,https://j-lyric.net/artist/a056387/l03075d.html,SUPER JUNIOR DONGHAE & EUNHYUK,SHIROSE,ZETTON/DARREN,君が泣いたらウソよりウソのような 笑えないへた ...
君が泣いたら,https://j-lyric.net/artist/a05884f/l033a50.html,WHITE JAM,SHIROSE/GASHIMA/NIKKI,ZETTON/DARREN,君が泣いたらウソよりウソのような 笑えないへた ...
きみが泣いてたら,https://j-lyric.net/artist/a053f2d/l0238a1.html,Lily.,Lily./lil'showy,lil'showy,キミがここにいるだけでぬくもり感じていられるよ...
君が泣かない世界に,https://j-lyric.net/artist/a057f0a/l04cd7f.html,月読調(南條愛乃),上松範康(Elements,上松範康(Elements,ずっと側にいるよ　隣でぎゅっとしてるよ君が泣かない ...
君が泣く,https://j-lyric.net/artist/a00515f/l00b730.html,キンモクセイ,伊藤俊吾,伊藤俊吾,きっと 愛は強さじゃないのだろうだって 強く抱きし ...
君がなくなっても,https://j-lyric.net/artist/a000784/l02f765.html,ガガガSP,桑原康伸,桑原康伸,不思議な力というものを僕は信じてるよ常識なんか超え ...
君が泣くのを見た,https://j-lyric.net/artist/a000aa6/l046d37.html,沢田研二,松本一起,大野克夫,一緒にいたいから 毎日 約束して二時間待たされても ...
君が泣ける場所になる,https://j-lyric.net/artist/a000b2f/l0087ec.html,郷ひろみ,谷藤,望月衛介,誰のための涙でもいい今は僕がそばにいよう叶わな ...
君が何かを企んでいても,https://j-lyric.net/artist/a002907/l00683d.html,SMAP,森浩美,楠瀬誠志郎,Wait! 君が何かを 企んでいたってそうそれが別 ...
君が涙,https://j-lyric.net/artist/a00081c/l00e552.html,岡本真夜,岡本真夜,岡本真夜,またひとつ　季節は通り過ぎて花が咲くこんなにも ...
君が涙をくれる時,https://j-lyric.net/artist/a053f65/l061c77.html,純烈,かず翼,幸耕平,この世で愛する　人に出逢えたならそれは奇跡　命かけ ...
君が猫で僕が犬,https://j-lyric.net/artist/a055e9b/l03f619.html,クリープハイプ,尾崎世界観,尾崎世界観,わかり合えないのはここに居ない　誰かのせいにして笑 ...
君が眠っているうちに,https://j-lyric.net/artist/a04ce89/l00e970.html,おおはた雄一,おおはた雄一,おおはた雄一,君が眠っているうちにああ、雨はあがり　颱風一過 ...
キミガネムルカラ,https://j-lyric.net/artist/a01d924/l056fcd.html,KEIKO,KEIKO,eji,泣かないで　泣かないで　臆病な私は言わないで　聞か ...
君が眠る頃,https://j-lyric.net/artist/a05efab/l04e617.html,わかないづみ,わかないづみ,わかないづみ,狭い水槽に一人昼か夜かもわからない君の帰りだけ ...
君が残したオリオンからの手紙～星物語・冬～,https://j-lyric.net/artist/a04f2d3/l032b3e.html,Ceui,Ceui,毛蟹,耳をすまして　君の鼓動探す…伝えたい言葉が空気にな ...
キミが残した世界で,https://j-lyric.net/artist/a05ab47/l03d8fe.html,THE SxPLAY,THE,THE,君が先に行くなんてさ気付いたら　空が明るくなってた ...
君が残したもの,https://j-lyric.net/artist/a04d9fc/l0144f1.html,上原れな,上原,松岡,部屋の片隅にある　写真立ての中に映る笑顔は今も　と ...
君が残したもの,https://j-lyric.net/artist/a000457/l0475f0.html,吉幾三,吉幾三,吉幾三,君の書いた詩ピアノに広げていっぱい窓を開け ...
きみが残していったもの,https://j-lyric.net/artist/a000681/l01cefc.html,柴咲コウ,柴咲コウ,池宮創人,僕の笑顔と幸せを願う君の想いが　まだ少しでも続いて ...
君が残していったもの,https://j-lyric.net/artist/a000681/l01cfee.html,柴咲コウ,柴咲コウ,池宮創人,僕の笑顔と幸せを願う君の想いが まだ少しでも続いて ...
君がのぞくレンズ,https://j-lyric.net/artist/a06411e/l0595af.html,長瀬琴乃(橘美來)×伊吹渚(夏目ここな),渡辺翔,渡辺翔,先回りしたその思いやりいつもズルくてそれでも君の優 ...
君がのぞくレンズ,https://j-lyric.net/artist/a064140/l059635.html,長瀬琴乃(橘美來)/伊吹渚(夏目ここな),渡辺翔,渡辺翔,先回りしたその思いやりいつもズルくてそれでも君の優 ...
君が望む永遠,https://j-lyric.net/artist/a005425/l0133c0.html,栗林みな実,江幡,加持久,ずっと怖かった　確かめ合うこと顔色ばかり　気にして ...
君が望む永遠,https://j-lyric.net/artist/a002c93/l022dad.html,CooRie,Ikuko,加持久忍,ずっと怖かった　確かめ合うこと顔色ばかり　気にして ...
君が望む世界,https://j-lyric.net/artist/a05d107/l045417.html,緑黄色社会,長屋晴子,長屋晴子,丸めたその背中伸ばして　さあ新しい世界を見てごらん ...
キミガノゾムナラ…,https://j-lyric.net/artist/a05b4a4/l049e48.html,椎名ひかり,椎名ひかり・ゆよゆっぺ,ゆよゆっぺ,キミ　ガ　望ムナラ自我スラ殺ソウ心なんてイラナイネ ...
キミが望むモノとボクが欲しいモノ,https://j-lyric.net/artist/a03d45c/l01974f.html,清木場俊介,清木場俊介,川根来音,キミが部屋を飛び出した…どうする事も出来ずに…出て ...
君が野に咲くバラなら,https://j-lyric.net/artist/a000576/l001671.html,和田アキ子,荒木とよひさ,三木たかし,君が野に咲く バラなら風に心揺らしてごらんよ恋 ...
キミが始まる!,https://j-lyric.net/artist/a05b0ae/l055a14.html,Poppin'Party,中村航,藤間仁(Elements,どこへ行こう？(今から)何を始める？(ここから ...
君ケ浜慕情,https://j-lyric.net/artist/a0602b2/l05e4d3.html,藤ちあき,高橋耕作,佐田みさき,涙こらえて　岬に立てば風によろける　細い肩波の ...
キミが光であるために,https://j-lyric.net/artist/a0565f4/l028d59.html,黒子テツヤ(小野賢章),こだまさおり,宮崎誠,存在の意義はなんだ? 突き詰めれば理由になるキミと ...
君が光に変えて行く,https://j-lyric.net/artist/a04d6b8/l00c777.html,Kalafina,梶浦由記,梶浦由記,あたたかな風の中で誰かが呼んでる暗闇を惜しむよ ...
君が瞳をひらく時,https://j-lyric.net/artist/a014b2f/l008da0.html,ナナムジカ,西島梢,松藤由里,ねえ、そっと顔をあげてみてこの地球(ほし)に生まれ ...
君が百回嘘ついても,https://j-lyric.net/artist/a000db4/l01fc36.html,斉藤和義,KAZUYOSHI,KAZUYOSHI,君が百回嘘ついても　本当にはならない君が百回嘘つい ...
君が開く扉の向こうに,https://j-lyric.net/artist/a00001a/l010939.html,中村雅俊,大津あきら,中村雅俊,涙で何も見えないね微笑(わら)う事にさえ　怯えてる ...
君がHERO-DA!!,https://j-lyric.net/artist/a063e9e/l05dc3b.html,すずしょうと,WEART,WEART,呼ばれて飛び出て参上！ソレが正義の味方朝でも夜でも ...
君がふたり,https://j-lyric.net/artist/a04d174/l020690.html,Tiara,古内東子,古内東子,聞いてて時々苦しくなっちゃう悪口も甘いストーリーも ...
君が普通に生きてるなんて嫌だ,https://j-lyric.net/artist/a05e1ce/l052b86.html,みきなつみ,みきなつみ・矢作綾加,大知正紘・みきなつみ,私よりブサイクなあの子にして私より幸せになるつもり ...
君が太るべきたった一つの理由,https://j-lyric.net/artist/a06089e/l0534b6.html,3markets[ ],カザマタカフミ,カザマタカフミ,君のこと誰も選ばないように君よ太れ　もっと太ってく ...
君が武器,https://j-lyric.net/artist/a009b5a/l0225bc.html,ロリータ18号,石坂マサヨ,石坂マサヨ,君は知ってるかい?今のこの世界 君は知ってるかい?結構 ...
君がページをめくる時,https://j-lyric.net/artist/a0018ad/l0123d9.html,楠瀬誠志郎,並河祥太,楠瀬誠志郎,やるせない嘘をついて 今夜も笑顔をつくろう「しあわ ...
君がほしい,https://j-lyric.net/artist/a05061a/l038b94.html,KG,KG,KG/Kenichi,言葉だけで伝えるのは上手く出来そうも無いけど体 ...
君が欲しい ～Solo te quiero a ti.～,https://j-lyric.net/artist/a005352/l04aef3.html,DEEN,池森秀一,山根公路,真紅のドレスが僕を狂わす夢か現実か煙が立ち込めてい ...
君が欲しい全部欲しい,https://j-lyric.net/artist/a0039c5/l0064d9.html,MANISH,大黒摩季,織田哲郎,潮風に向かって君に乗り込んだ隠してた気持ちが溢れそ ...
君が欲しいよ,https://j-lyric.net/artist/a001cc0/l047672.html,吉田拓郎,松本隆,吉田拓郎,まっ赤な消防自動車が炎の夜空を駆け抜けた窓から ...
君が欲しくてたまらない,https://j-lyric.net/artist/a0039c6/l00167c.html,ZYYG,上杉昇,織田哲郎,君が欲しくてたまらない無限の時に響きそうな Dyn ...
君が欲しくてたまらない,https://j-lyric.net/artist/a04b27e/l049edb.html,DAIGO,上杉昇,織田哲郎,君が欲しくてたまらない無限の時に響きそうな Dyn ...
君が星になった日,https://j-lyric.net/artist/a04d3f3/l014abd.html,少女-ロリヰタ-23区-,颯,龍兎,星の夜が僕を見てる距離は遠く　半透明な籠の中あ ...
君が星になるまで,https://j-lyric.net/artist/a054ab6/l02b564.html,AKB48(team K),秋元康,山崎燿,夜の空には彼方の光がいくつあるだろう?真っ黒な ...
君が星になるまで,https://j-lyric.net/artist/a0512be/l02b584.html,AKB48(team B),秋元康,山崎燿,夜の空には彼方の光がいくつあるだろう?真っ黒な ...
君が微笑むなら,https://j-lyric.net/artist/a04ad52/l00505f.html,檜山修之・岩永哲哉,柚木美祐,清岡千穂,(斗宿)君が口ずさんでた異国の子守唄(ララバイ)( ...
君が微笑むなら,https://j-lyric.net/artist/a0153a1/l006679.html,中西保志,中西保志,大森俊之,静かに夜が明けて昨日までの世界が変わってゆく...
君が僕を想う夜,https://j-lyric.net/artist/a001c0f/l010abb.html,藤井フミヤ,小竹,遠藤,せつない痛みで　溢れるこの地球(ほし)は澄み切った ...
君が僕を知ってる,https://j-lyric.net/artist/a001cbe/l000e9e.html,RCサクセション,忌野清志郎,忌野清志郎,今までして来た悪い事だけで僕が明日有名になっても ...
君が僕を知ってる,https://j-lyric.net/artist/a04d3c1/l0293c8.html,バニラビーンズ,忌野清志郎,忌野清志郎,今までして来た悪い事だけで僕が明日有名になっても ...
君が僕にKissをした,https://j-lyric.net/artist/a02e5ef/l021d01.html,WaT,WaT,岩田秀聡,君がKissした　それは突然に振り返った君が　僕と ...
君が僕にくれた言葉,https://j-lyric.net/artist/a05d244/l044582.html,caho,佐藤嘉風・caho,佐藤嘉風,他の人のことはよくわかるでも自分のことになるとすぐ ...
君が僕にくれたもの,https://j-lyric.net/artist/a00839f/l02b08d.html,HY,新里英之,新里英之,自分で自分を決め付けていた その先を知る事もなく籠 ...
君が僕に憑依した!!,https://j-lyric.net/artist/a00060f/l002f0a.html,平井堅,平井堅,AKIRA,ある日君は笑って 僕の胸を奪った追いかける でも逃 ...
君が僕の心に魔法をかけた,https://j-lyric.net/artist/a058f4d/l0477e1.html,天月 -あまつき-,天月-あまつき-,天月-あまつき-,流れ星に　願いをひとつ叶わない夢だとしても片想 ...
君が僕のことを一生忘れられないように,https://j-lyric.net/artist/a05a26e/l052244.html,カノエラナ,カノエラナ,カノエラナ,僕が買った浴衣を嬉しそうに着てる君一緒にお店に行っ ...
君が僕を忘れないように 僕が君をおぼえている,https://j-lyric.net/artist/a005352/l032f5f.html,DEEN,池森秀一,山根公路,『今から海が見たい』晴れ渡った朝 急に君が支度始めた ...
キミがまた歌いたくなる頃に。 feat.GUMI,https://j-lyric.net/artist/a057d5c/l02fc89.html,HoneyWorks,Gom/shito,Gom,夕日が据える音楽室ピアノに腰掛ける妖 邪魔をする風 ...
君がまだ知らない世界で,https://j-lyric.net/artist/a05cbd6/l04079d.html,揚羽陸(島崎信長)/月皇遥斗(子安武人),くまのきよみ,中山聡,暴れ出したこの熱量 抑える術はなくて呼吸さえも忘れ ...
君が待っているから,https://j-lyric.net/artist/a000608/l0022df.html,Gackt,Gackt.C,Gackt.C,溜息まじりの風の中、僕に見せた君の涙の理由はわから ...
君が待っているから,https://j-lyric.net/artist/a052f29/l01de74.html,Richie Kotzen,Gackt.C,Gackt.C,溜息まじりの風の中、僕に見せた君の涙の理由はわから ...
君がまってる,https://j-lyric.net/artist/a000654/l01c3dd.html,及川光博,及川光博,及川光博,ダメかも知れないダメじゃないかも知れない心の中 ...
君が待ってる,https://j-lyric.net/artist/a00230c/l019c8e.html,つじあやの,つじあやの,つじあやの,街のはずれの古ぼけたあのろじうらで君が笑った僕 ...
君が待つあの丘へ,https://j-lyric.net/artist/a04c9e3/l04b11c.html,奥華子,奥華子,奥華子,あの星が輝いているのは　誰かに見つけて欲しいから泣 ...
君が待つあの丘へ,https://j-lyric.net/artist/a058f4d/l03d80e.html,天月-あまつき-,奥華子,奥華子,あの星が輝いているのは誰かに見つけて欲しいから...
君が待つ家～AVE MARIA～,https://j-lyric.net/artist/a04de8f/l013abd.html,藤澤ノリマサ,藤澤ノリマサ,Franz,歩いて行くよ　白く染まる雪をかき分けながら　そう ...
キミが待つ家まであと6分,https://j-lyric.net/artist/a00a2fc/l011fa4.html,越前リョーマ(皆川純子),許斐,藤田宜久,濡れた服の仕業　sudden rain水たまり　踏 ...
君が待つ世界の果て,https://j-lyric.net/artist/a054f49/l028454.html,yoshiki*lisa,畑亜貴,宮崎誠,変われる錯覚より変わろうと思うことが動き出すこ ...
君がマドンナ,https://j-lyric.net/artist/a050f83/l02702c.html,T-Pistonz KMC,KMC,KMC,マジでやべぇ どうしようこの気持ち一体何なの?...
君が眩しいから僕は星が見えない,https://j-lyric.net/artist/a05e163/l060200.html,SIX LOUNGE,ナガマツシンタロウ,イワオリク,だからずっと僕とずっと夜も朝もいつもいつまでも君と ...
君が眩しすぎて,https://j-lyric.net/artist/a001fb5/l0474c8.html,松山千春,松山千春,松山千春,君が眩しすぎて 君が眩しすぎて胸の高鳴り 押さえき ...
キミが真ん中にいた,https://j-lyric.net/artist/a058426/l056c63.html,中谷育(原嶋あかり),Junxix.(LIVE,秋葉広大(LIVE,靴紐が上手に結べたから今日は何でも出来ちゃうんだ ...
君が見えない,https://j-lyric.net/artist/a0653db/l05ce1f.html,砂糖くん,砂糖くん,砂糖くん,困った！油断したんだっだ何もできない見えない君 ...
君が見えなくなった日,https://j-lyric.net/artist/a002ff1/l0029ba.html,宇都宮隆,川村真澄,宇都宮隆,枯れたけやきの枝に 囲まれてる競技場の屋根西に ...
君がみた,https://j-lyric.net/artist/a000784/l034225.html,ガガガSP,山本聡,山本聡,嗚呼 悲しみよ さよならしてくれないか 君の事ばかり考 ...
君がみた一等星,https://j-lyric.net/artist/a04d4b4/l059fca.html,Hey! Say! JUMP,大橋卓弥・常田真太郎,大橋卓弥・常田真太郎,シリウスの向こう　微かに光っている星今にも消えそう ...
きみがみたゴースト,https://j-lyric.net/artist/a0554ed/l02c150.html,さよならポニーテール,ふっくん,ふっくん,めっちゃくちゃな恋をしたい例えば彼はゴーストは ...
キミが見たステージへ,https://j-lyric.net/artist/a06667a/l060683.html,from ARGONAVIS,TAKE(FLOW)・ASH(ASH,TAKE(FLOW),Go my way! Set me on fire. ...
君が見た夢の物語,https://j-lyric.net/artist/a05d8b9/l057434.html,ASCA,梶浦由記,梶浦由記,叶わない夢の物語僕らは旅立つ静かな波の遠くへ ...
君が道標,https://j-lyric.net/artist/a04afff/l028da0.html,花岡優平,花岡優平,花岡優平,駅の片隅に　座り込んだら少しは気楽に　なれるのだろ ...
君が見つけたもの,https://j-lyric.net/artist/a04d74f/l030ada.html,清水翔太,Shota,Shota,どうもうまくいかない?でも Make some n ...
君が見つめた海,https://j-lyric.net/artist/a000670/l0014db.html,GLAY,TAKURO,TAKURO,So long 今君がここにいたらwow きっと喜 ...
君が見る夢の中,https://j-lyric.net/artist/a04dcd7/l02e2f0.html,D,ASAGI,HIDE-ZOU,愛してる それなのに愛だけじゃ守りきれない僕は君を ...
君が瞳にしみる,https://j-lyric.net/artist/a0004b4/l006678.html,中西圭三,売野雅勇,中西圭三,君が想うよりも 僕は君を愛してる泣きたい気持ちに似 ...
君がもし,https://j-lyric.net/artist/a063227/l05a14c.html,HIPPI,HIPPI,HIPPI,知らない街のどこかで大きな花火が鳴った僕の想いも一 ...
君が戻って来るなんて,https://j-lyric.net/artist/a04a641/l00f41f.html,小田和正,小田,小田,外は雨 ドアのベルなつかしい 君の匂い別に ...
君が優しすぎるから,https://j-lyric.net/artist/a000848/l01b42e.html,あおい輝彦,岩谷,井上,あなたが素直で　優しすぎるから僕の心まで　清らかに ...
涙が雪になる前に,https://j-lyric.net/artist/a06230e/l053018.html,松浦果南(諏訪ななか)、小原鞠莉(鈴木愛奈),畑亜貴,山元祐介,冷たい風が吹いていても凍えそうな雨が降ってもこ ...
君が夢見た未来、ボクが夢見た未来。,https://j-lyric.net/artist/a00120a/l004d6f.html,高橋直純,高橋直純,高橋ひろ,憶えてる? 出会った日目を閉じれば そこに溢れ ...
君が夢を連れてきた,https://j-lyric.net/artist/a057014/l02ae3a.html,ペットな彼女たち(茅野愛衣/中津真莉子/高森奈津美),畑亜貴,eba,Good-bye sadness!Girl mee ...
君が夢を連れてきた WHITE Ver.,https://j-lyric.net/artist/a057014/l02ae6f.html,ペットな彼女たち(茅野愛衣・中津真莉子・高森奈津美),畑亜貴,eba,1回め　まぐれで2回め　ってどうだろう偶然じゃ ...
君が夢を連れてきた(TVサイズ),https://j-lyric.net/artist/a057014/l02cd15.html,ペットな彼女たち(茅野愛衣/中津真莉子/高森奈津美),畑亜貴,eba,Good-bye sadness!Girl mee ...
君が代,https://j-lyric.net/artist/a05655d/l04354f.html,デーモン閣下,古今和歌集より,林広守,君が代は千代に八千代にさざれ石の...
君が代,https://j-lyric.net/artist/a0617e6/l054ad9.html,忌野清志郎 Little Screaming Revue,古歌,林広守,君が代は千代に八千代にさざれ石の巖となりて ...
君が代,https://j-lyric.net/artist/a0039c3/l0556a4.html,大黒摩季,Traditional,Traditional,君が代は千代に八千代にさざれ石のいわおとな ...
君がよければ,https://j-lyric.net/artist/a001d22/l011bc0.html,かぐや姫,山田,山田,君の得意な話をきく季節がくる毎年1度だけひ ...
君が呼ぶのなら,https://j-lyric.net/artist/a04ceca/l0203f0.html,藤田麻衣子,藤田麻衣子,藤田麻衣子,淋しそうな声で君が僕を呼んだ静かな夜はもう...
君が代 LIVE,https://j-lyric.net/artist/a009cae/l054aea.html,ラフィータフィー,古歌,林広守,君が代は千代に八千代にさざれ石の巖となりて ...
きみが呼んだから,https://j-lyric.net/artist/a009851/l03dbc4.html,サニーデイ・サービス,曽我部恵一,曽我部恵一,きみが呼んだからぼくはここへ来たよ話したいこともい ...
君がわからない,https://j-lyric.net/artist/a00060f/l00f255.html,平井堅,平井堅,山下,視線を落としては爪を見ながら話す僕には判ってる ...
君がわかるから,https://j-lyric.net/artist/a0023a2/l024417.html,古内東子,Toko,Toko,もうずっとこうしてる お互いに黙り込む頭の中ではい ...
キミがわかるよ,https://j-lyric.net/artist/a05725a/l02b5d7.html,麻田華子,川村真澄,都志見隆,わかるよ わかるよ そんな気がしてた同じさ 同じさ ...
君が忘れられなくて…,https://j-lyric.net/artist/a0568b5/l02d2b9.html,デジカット,原田アツシ,原田アツシ,出会いと別れ繰り返して人は強くなっていくのに頭 ...
君が私を,https://j-lyric.net/artist/a0608a4/l051926.html,カネヨリマサル,千歳美那,千歳美那,君が私を好きだと言った私は君を想うと思った何か ...
君が私をダメにする,https://j-lyric.net/artist/a057638/l036359.html,黒木渚,黒木渚,黒木渚,このまま会社を休んで　クラゲでも見に行こうなんて素 ...
キミが笑うだけで,https://j-lyric.net/artist/a0538ea/l02a40e.html,池田彩,青木久美子,笹本安詞,P■KA P■KA キミが笑うだけでおひさまみたい ...
君が笑うと世界が笑う,https://j-lyric.net/artist/a00061b/l019d25.html,上戸彩,金城綾乃,玉城千春,そばにいるよ いつもいるよどんな時も一緒だから さ ...
君が笑うまで,https://j-lyric.net/artist/a058ade/l0310b2.html,高松豪,高松豪,高松豪,君は人と比べ過ぎて　凹んでるけど君が思うよりいい所 ...
キミが笑えば,https://j-lyric.net/artist/a05bd95/l045ee1.html,まねきケチャ,古谷完,末益涼太,ひゅるりひゅるりら 舞い降りるそっと まねき まね ...
君が笑えば,https://j-lyric.net/artist/a04f6c7/l01d718.html,Peaky SALT,三浦祐太朗,須山翔平,おろしたてのTシャツでデニムの裾を濡らして夕凪 ...
君が笑えば,https://j-lyric.net/artist/a05122c/l020840.html,青春シャンプー,桑原康伸,桑原康伸,テレビを見ていても 音楽を聴いてても気がついたら会 ...
君が笑えば ～Just like happiness～,https://j-lyric.net/artist/a04e4d4/l0396ee.html,flumpool,山村隆太,阪井一生,疲れ目を　擦っては　いつも心配ばかりで飾らない　言 ...
キミガワラエルヨウニ,https://j-lyric.net/artist/a05292f/l01fc8f.html,熊谷育美,熊谷育美,熊谷育美,瓦礫の下で泣いている君は息を潜めながら心ひらけ ...
君が笑えるように,https://j-lyric.net/artist/a000eac/l031359.html,嵐,KOSH・Macoto56,KOSH,何十回と書き直した　僕の心のありったけは未送信フォ ...
君が笑えればいい,https://j-lyric.net/artist/a056154/l045532.html,Good Coming,GOOD,GOOD,いつも歩いてたこの帰り道線路沿いに伸びた遊歩道...
君が笑ったら,https://j-lyric.net/artist/a00060f/l02330d.html,平井堅,平井堅,平井堅,贈り物があるよ 気に入ってほしいその手でその胸で  ...
君が笑ってくれたから、今日も夢の種を蒔こう。-キミたね-,https://j-lyric.net/artist/a04e229/l01fb56.html,Little Non,Little,Little,朝猛ダッシュ くせ毛はぐるりカバンぶちまけ 正門ア ...
君以外いらなくて,https://j-lyric.net/artist/a059465/l041825.html,しなまゆ,濱名琴,しなまゆ,坂道にのびる影　右手が冷たいあの日から　どれだけの ...
キミ記念日～生まれて来てくれてアリガトウ。～,https://j-lyric.net/artist/a04e37d/l02a56c.html,Sonar Pocket,Sonar,Sonar,Happy Birthday! ずっとずっと一緒に祝っ ...
君 君 君,https://j-lyric.net/artist/a05deb8/l044a1f.html,クラスメート,安楽謙一(CWF)・KIKI・幕須介人・Ryo,安楽謙一(CWF)・KIKI・幕須介人・Ryo,元気にしてる？思い出してたよ君の声　姿　どんな仕草 ...
君キミ、恋病,https://j-lyric.net/artist/a06140c/l056a4a.html,手羽先センセーション,DJ金魚・8utterfly,KOJI,ぜんぶね　ぜんぶね　君が好きなんだからつまり、 ...
キミキミDOG,https://j-lyric.net/artist/a05a236/l039017.html,こんどうようぢ,鈴木まなか,鈴木まなか/7th,Baby Baby Can You hear my h ...
君君舞,https://j-lyric.net/artist/a06484d/l05cb4a.html,シユイ,獅子志司,獅子志司,正解ノウハウいらない我が儘に　アンサーし自己責 ...
キミキラ,https://j-lyric.net/artist/a063c6a/l059b56.html,ZINGS(仁淀ユウヤ(今井文也)/吉野カズキ(堀江瞬)),micco,本多友紀(Arte,キミキラ☆ キッラリ 眩しいよ それぞれの輝きを...
キミキラ 神ver,https://j-lyric.net/artist/a063adc/l059aa2.html,ZINGS,micco,本多友紀(Arte,キミキラ☆　キッラリ　眩しいよ　それぞれの輝きを...
きみきりみ,https://j-lyric.net/artist/a059558/l0337ff.html,KIRIMIちゃん.,山本奨/サンリオ,山本奨,きりみ きりみ きり きみきりみきりみ きりみ き ...
キミグラデーション,https://j-lyric.net/artist/a032fe8/l045f47.html,wyse,TAKUMA,TAKUMA,ああなりたい こうなりたい君の頭の中 まるでカラフ ...
キミコイ,https://j-lyric.net/artist/a05277e/l028ba7.html,ViViD,シン,イヴ,やわらかな腕の中私の特等席 今誰が眠っていますか?...
キミコイ,https://j-lyric.net/artist/a058b38/l035930.html,ジャニーズWEST,Shusui,Shusui/RAAY/Art,I WANNA DANCE OhI WANNA D ...
キミコイ,https://j-lyric.net/artist/a064274/l059928.html,いれいす,alto・ラップ詞:初兎,alto,君ともっといたいし　ずっと隣で一緒に笑ってたいの水 ...
キミコイ,https://j-lyric.net/artist/a06581d/l05eb89.html,FRUITS ZIPPER,Haru.Robinson・gitai,Haru.Robinson・gitai,"My sweet heart, my sweet he ..."
君恋,https://j-lyric.net/artist/a05a3ad/l036b27.html,READY TO KISS,ふ～みん,ふ～みん,恋してる キミにしてるその腕の中は 誰にも譲らない ...
